path,label
/parai/drum_samples/openhat/OP 10.wav,openhat
/parai/drum_samples/snare/snare (sammy).wav,snare
/parai/drum_samples/openhat/Move OH @khemics_.wav,openhat
/parai/drum_samples/snare/mario SN @khemics_.wav,snare
/parai/drum_samples/808/808 (8).wav,808
/parai/drum_samples/kick/sonic [kick].wav,kick
/parai/drum_samples/openhat/Critical OH @khemics_.wav,openhat
/parai/drum_samples/808/Cymatics - 808 Shotgun (C).wav,808
/parai/drum_samples/snare/NOST - Snare 02.wav,snare
/parai/drum_samples/clap/[] clap - gucci.wav,clap
/parai/drum_samples/808/Ayeplu$ - Butter 808.wav,808
/parai/drum_samples/openhat/squish oh.wav,openhat
/parai/drum_samples/openhat/OH - petite.wav,openhat
/parai/drum_samples/808/Cymatics - 808 January (C).wav,808
/parai/drum_samples/hihat/HH #4 @taddybbear.wav,hihat
/parai/drum_samples/808/808 (64).wav,808
/parai/drum_samples/clap/clap (13).wav,clap
/parai/drum_samples/openhat/Hit OH @khemics_.wav,openhat
/parai/drum_samples/clap/Clap - [Southside] @looplegend_.wav,clap
/parai/drum_samples/snare/Snare 7.wav,snare
/parai/drum_samples/clap/swag [clap].wav,clap
/parai/drum_samples/808/808 (13).wav,808
/parai/drum_samples/808/808 12.wav,808
/parai/drum_samples/808/dna 808 @thecxdy.wav,808
/parai/drum_samples/kick/Dynox - Japan Kick @dynoxmusic.wav,kick
/parai/drum_samples/snare/die lit sn.wav,snare
/parai/drum_samples/808/808 (backend).wav,808
/parai/drum_samples/snare/SNARE PHAT.wav,snare
/parai/drum_samples/hihat/hh [angel].wav,hihat
/parai/drum_samples/kick/Kick 16.wav,kick
/parai/drum_samples/snare/medusa sn @thecxdy.wav,snare
/parai/drum_samples/kick/kick8.mp3,kick
/parai/drum_samples/kick/Kick - [Lezter Kick] @looplegend_.wav,kick
/parai/drum_samples/hihat/HH (HomeRun).wav,hihat
/parai/drum_samples/hihat/{PNB} Hat.wav,hihat
/parai/drum_samples/808/808 8!!!!!!!!!!.wav,808
/parai/drum_samples/snare/snare3.mp3,snare
/parai/drum_samples/hihat/HH (Iron).wav,hihat
/parai/drum_samples/kick/Dynox - Dime Kick @dynoxmusic.wav,kick
/parai/drum_samples/808/Keeper 808 @khemics_.wav,808
/parai/drum_samples/808/808 (Knuckle Duster).wav,808
/parai/drum_samples/openhat/OP 5.wav,openhat
/parai/drum_samples/snare/Dynox - Bet Snare @dynoxmusic.wav,snare
/parai/drum_samples/snare/snare [kuriboh].wav,snare
/parai/drum_samples/808/+enhanced zap 808 @thecxdy.wav,808
/parai/drum_samples/808/808 (breakupwithyourgirlfriend).wav,808
/parai/drum_samples/snare/SNARE - no lie.wav,snare
/parai/drum_samples/hihat/Dynox - Chill HiHat @dynoxmusic.wav,hihat
/parai/drum_samples/clap/[] clap - trust.wav,clap
/parai/drum_samples/snare/classy sn @thecxdy.wav,snare
/parai/drum_samples/808/808 13.wav,808
/parai/drum_samples/kick/GoKick1.wav,kick
/parai/drum_samples/hihat/highhat3.mp3,hihat
/parai/drum_samples/clap/clap - sexnb @didusayaster.wav,clap
/parai/drum_samples/hihat/HH #5 @taddybbear.wav,hihat
/parai/drum_samples/snare/NOST - Snare 08.wav,snare
/parai/drum_samples/openhat/Stash OH @khemics_.wav,openhat
/parai/drum_samples/hihat/Dynox - Aloe HiHat @dynoxmusic.wav,hihat
/parai/drum_samples/808/808 (75).wav,808
/parai/drum_samples/hihat/MT2_Backway HH.wav,hihat
/parai/drum_samples/808/Cymatics - 808 Rowley (C).wav,808
/parai/drum_samples/snare/! Yes SN @khemics_.wav,snare
/parai/drum_samples/808/808 (Reverse).wav,808
/parai/drum_samples/snare/Dynox - Wide Snare @dynoxmusic.wav,snare
/parai/drum_samples/kick/KICK - wide load.wav,kick
/parai/drum_samples/808/MT2_Rick Owens 808.wav,808
/parai/drum_samples/808/[] 808 - aurora.wav,808
/parai/drum_samples/kick/Kick (Coconut Oil).wav,kick
/parai/drum_samples/openhat/open hat (22).wav,openhat
/parai/drum_samples/clap/Clap (Happy Slap).wav,clap
/parai/drum_samples/snare/Snare (Open Book).wav,snare
/parai/drum_samples/808/808 (97).wav,808
/parai/drum_samples/kick/Regular Kick @khemics_.wav,kick
/parai/drum_samples/hihat/Hi-hat 4.wav,hihat
/parai/drum_samples/hihat/hi hat (20).wav,hihat
/parai/drum_samples/snare/snare (southside).wav,snare
/parai/drum_samples/snare/snare (nicotine).wav,snare
/parai/drum_samples/hihat/lil hi hat copy.wav,hihat
/parai/drum_samples/808/808 (28).wav,808
/parai/drum_samples/kick/Essential kick 2.wav,kick
/parai/drum_samples/kick/kick [instinct].wav,kick
/parai/drum_samples/808/crunch zay 808 @thecxdy ~patreon~.wav,808
/parai/drum_samples/snare/dreamcast2 Snare (9).wav,snare
/parai/drum_samples/clap/clap (hornet).wav,clap
/parai/drum_samples/kick/NOST - Kick 01.wav,kick
/parai/drum_samples/openhat/evian open hat.wav,openhat
/parai/drum_samples/808/Dirt 808.wav,808
/parai/drum_samples/hihat/ICYTWAT 1 HAT.wav,hihat
/parai/drum_samples/hihat/DRO HAT.wav,hihat
/parai/drum_samples/kick/Kick 2.wav,kick
/parai/drum_samples/snare/Snare (Cheater).wav,snare
/parai/drum_samples/808/Grime 808.wav,808
/parai/drum_samples/snare/snare (9).wav,snare
/parai/drum_samples/hihat/Hat - Hacked My Instagram .wav,hihat
/parai/drum_samples/kick/hunk kick.wav,kick
/parai/drum_samples/snare/wocky snare.wav,snare
/parai/drum_samples/808/XanGang 808  (4).wav,808
/parai/drum_samples/openhat/float oh.wav,openhat
/parai/drum_samples/clap/[] clap - descendant.wav,clap
/parai/drum_samples/kick/Destructo Disc (Kick).wav,kick
/parai/drum_samples/snare/snare (breakupwithyourgirlfriend).wav,snare
/parai/drum_samples/kick/Short kick.wav,kick
/parai/drum_samples/kick/Kick 15.wav,kick
/parai/drum_samples/kick/kick [hole].wav,kick
/parai/drum_samples/snare/SNARE - rambo.wav,snare
/parai/drum_samples/hihat/NOST - Open Hi Hat 08.wav,hihat
/parai/drum_samples/openhat/Open-hat 1.wav,openhat
/parai/drum_samples/snare/xxtoopid xxnare.wav,snare
/parai/drum_samples/hihat/[] hat - gucci.wav,hihat
/parai/drum_samples/808/+demo 808 @thecxdy.wav,808
/parai/drum_samples/clap/clap [gengar].wav,clap
/parai/drum_samples/hihat/HH 3.wav,hihat
/parai/drum_samples/kick/[] kick - rave bae.wav,kick
/parai/drum_samples/808/linkup 808.wav,808
/parai/drum_samples/808/Bodega 808 @khemics_.wav,808
/parai/drum_samples/hihat/NOST - Closed Hi Hat 03.wav,hihat
/parai/drum_samples/kick/KICK - carti.wav,kick
/parai/drum_samples/hihat/HH 18.wav,hihat
/parai/drum_samples/snare/SNARE #6 @taddybbear.wav,snare
/parai/drum_samples/808/808 - long ahh zay @rip.warheart.wav,808
/parai/drum_samples/808/808 (72).wav,808
/parai/drum_samples/808/custom 808.wav,808
/parai/drum_samples/openhat/#baby open crash (tempo sync_d) @thecxdy.wav,openhat
/parai/drum_samples/808/808 (37).wav,808
/parai/drum_samples/snare/SNARE #2 @taddybbear.wav,snare
/parai/drum_samples/snare/snare - zay @rip.warheart.wav,snare
/parai/drum_samples/kick/KICK - soft.wav,kick
/parai/drum_samples/snare/Snare (Wounded).wav,snare
/parai/drum_samples/snare/Dynox - Fast Snare @dynoxmusic.wav,snare
/parai/drum_samples/808/808 (20).wav,808
/parai/drum_samples/808/luffy 808 @thecxdy ~patreon~.wav,808
/parai/drum_samples/808/808 Gwavehouse (D).wav,808
/parai/drum_samples/clap/[] clap - zelda.wav,clap
/parai/drum_samples/808/808 (nocap).wav,808
/parai/drum_samples/hihat/Classic hat.wav,hihat
/parai/drum_samples/808/Cymatics - 808 Cream (C).wav,808
/parai/drum_samples/808/808 - nudy.wav,808
/parai/drum_samples/clap/clap [trost].wav,clap
/parai/drum_samples/kick/kick1.mp3,kick
/parai/drum_samples/hihat/HH (Reverse).wav,hihat
/parai/drum_samples/snare/benji snare 1.wav,snare
/parai/drum_samples/clap/NOST - Clap 10.wav,clap
/parai/drum_samples/clap/ethereal plugg clap @thecxdy.wav,clap
/parai/drum_samples/clap/6 (MEXIKODRO).wav,clap
/parai/drum_samples/808/808 (Hurricane).wav,808
/parai/drum_samples/snare/SNARE - skinny and high.wav,snare
/parai/drum_samples/clap/clap - zuckerberg @rip.warheart.wav,clap
/parai/drum_samples/808/808 - pde.wav,808
/parai/drum_samples/openhat/open hat - spam @didusayaster.wav,openhat
/parai/drum_samples/hihat/6.wav,hihat
/parai/drum_samples/hihat/HH (Bottom).wav,hihat
/parai/drum_samples/808/Cymatics - 808 Toasty (C).wav,808
/parai/drum_samples/808/808 (15).wav,808
/parai/drum_samples/clap/clap (37).wav,clap
/parai/drum_samples/kick/kick (7).wav,kick
/parai/drum_samples/808/discord 808 @thecxdy.wav,808
/parai/drum_samples/snare/lex luger sn.wav,snare
/parai/drum_samples/snare/Snare (Yall Already Knew I Would Include This).wav,snare
/parai/drum_samples/808/oreo 808 @thecxdy.wav,808
/parai/drum_samples/808/808 (2).wav,808
/parai/drum_samples/808/Shawty 808 @khemics_.wav,808
/parai/drum_samples/openhat/OH #2 @taddybbear.wav,openhat
/parai/drum_samples/snare/carmilla sn @thecxdy.wav,snare
/parai/drum_samples/808/808 (59).wav,808
/parai/drum_samples/snare/XanGang Snare  (10).wav,snare
/parai/drum_samples/snare/Dynox - Koji Snare @dynoxmusic.wav,snare
/parai/drum_samples/hihat/hihat - squirtle @didusayaster.wav,hihat
/parai/drum_samples/snare/Snare - [ChopSnare] @looplegend_.wav,snare
/parai/drum_samples/808/808 (49).wav,808
/parai/drum_samples/kick/[] kick - descendant 2.wav,kick
/parai/drum_samples/kick/gawd kick.wav,kick
/parai/drum_samples/hihat/hi hat (33).wav,hihat
/parai/drum_samples/clap/clap - ahh beat @rip.warheart.wav,clap
/parai/drum_samples/openhat/oh [castle].wav,openhat
/parai/drum_samples/hihat/Hat 2.wav,hihat
/parai/drum_samples/openhat/2k OH @khemics_.wav,openhat
/parai/drum_samples/kick/Kick - [Hard] @looplegend_.wav,kick
/parai/drum_samples/808/Cymatics - 808 Wailed (C).wav,808
/parai/drum_samples/snare/death sn @thecxdy.wav,snare
/parai/drum_samples/hihat/[] hat - zelda.wav,hihat
/parai/drum_samples/hihat/HH 4.wav,hihat
/parai/drum_samples/clap/Clap (Muddy).wav,clap
/parai/drum_samples/snare/NOST - Snare 03.wav,snare
/parai/drum_samples/808/808 19.wav,808
/parai/drum_samples/snare/Snare (Baby).wav,snare
/parai/drum_samples/808/808 (82).wav,808
/parai/drum_samples/808/af_ree 808 @khemics_.wav,808
/parai/drum_samples/openhat/MT2_Jetix OH.wav,openhat
/parai/drum_samples/snare/snare (7).wav,snare
/parai/drum_samples/808/808 (53).wav,808
/parai/drum_samples/openhat/OP 20.wav,openhat
/parai/drum_samples/hihat/hi hat (34).wav,hihat
/parai/drum_samples/openhat/open hat (14).wav,openhat
/parai/drum_samples/kick/Kick 11.wav,kick
/parai/drum_samples/808/Ayeplu$ - Break Dance 808.wav,808
/parai/drum_samples/kick/Rack Kick copy 3.wav,kick
/parai/drum_samples/openhat/open hat (20).wav,openhat
/parai/drum_samples/openhat/ha [open].wav,openhat
/parai/drum_samples/clap/gulag clap @thecxdy.wav,clap
/parai/drum_samples/808/XanGang 808  (1).wav,808
/parai/drum_samples/808/Darkie 808.wav,808
/parai/drum_samples/808/808 - forever @rip.warheart.wav,808
/parai/drum_samples/clap/4 (Plugg).wav,clap
/parai/drum_samples/808/808 - frozy @rip.warheart.wav,808
/parai/drum_samples/hihat/[] hat - golden.wav,hihat
/parai/drum_samples/808/808 (Peaches).wav,808
/parai/drum_samples/808/[] 808 - closure.wav,808
/parai/drum_samples/hihat/hi hat (52).wav,hihat
/parai/drum_samples/clap/clap (6).wav,clap
/parai/drum_samples/clap/clap (11).wav,clap
/parai/drum_samples/hihat/MT2_Welders HH.wav,hihat
/parai/drum_samples/clap/clap (30).wav,clap
/parai/drum_samples/clap/clap (14).wav,clap
/parai/drum_samples/kick/guess who [kick].wav,kick
/parai/drum_samples/hihat/hi hat (23).wav,hihat
/parai/drum_samples/hihat/HH (Swiss).wav,hihat
/parai/drum_samples/openhat/Dynox - Reversed OpenHat @dynoxmusic.wav,openhat
/parai/drum_samples/clap/luger [clap].wav,clap
/parai/drum_samples/808/Ayeplu$ - Lap Dance 808.wav,808
/parai/drum_samples/808/808 - uwu @rip.warheart.wav,808
/parai/drum_samples/808/808 (9).wav,808
/parai/drum_samples/808/Long 808.wav,808
/parai/drum_samples/hihat/hihat - 315 @rip.warheart.wav,hihat
/parai/drum_samples/clap/clap - room @didusayaster.wav,clap
/parai/drum_samples/hihat/shawty hat.wav,hihat
/parai/drum_samples/808/808 - old pierre.wav,808
/parai/drum_samples/808/808 (Shorty).wav,808
/parai/drum_samples/808/XanGang 808  (5).wav,808
/parai/drum_samples/snare/Snare (ngl).wav,snare
/parai/drum_samples/clap/! [layer this with other claps] @khemics_.wav,clap
/parai/drum_samples/808/808 - [SpiLex] @looplegend_.wav,808
/parai/drum_samples/openhat/DIST OH @khemics_.wav,openhat
/parai/drum_samples/snare/snare (godsaveus).wav,snare
/parai/drum_samples/808/808 (51).wav,808
/parai/drum_samples/snare/SNARE - no lie w longer tail.wav,snare
/parai/drum_samples/clap/Clap (Jiggy).wav,clap
/parai/drum_samples/kick/eem [kick].wav,kick
/parai/drum_samples/hihat/NOST - Open Hi Hat 10.wav,hihat
/parai/drum_samples/808/dreamcast2 808 (2).wav,808
/parai/drum_samples/clap/DANIKIYOKO Clap 3.wav,clap
/parai/drum_samples/clap/clap (candlelit).wav,clap
/parai/drum_samples/snare/NOST - Snare 04.wav,snare
/parai/drum_samples/clap/Reverse clap 5.wav,clap
/parai/drum_samples/snare/[] snare - mikoto.wav,snare
/parai/drum_samples/openhat/open hat (9).wav,openhat
/parai/drum_samples/hihat/Hi Hat - [West] @looplegend_.wav,hihat
/parai/drum_samples/808/zevia 808 @thecxdy.wav,808
/parai/drum_samples/808/goonie 808.wav,808
/parai/drum_samples/hihat/HH (Aircon).wav,hihat
/parai/drum_samples/hihat/District HH @khemics_.wav,hihat
/parai/drum_samples/snare/snare5.mp3,snare
/parai/drum_samples/snare/snare (17).wav,snare
/parai/drum_samples/808/Bit crush 808.wav,808
/parai/drum_samples/808/Industry Spinz @khemics_.wav,808
/parai/drum_samples/clap/kan clap @thecxdy.wav,clap
/parai/drum_samples/808/808 5.wav,808
/parai/drum_samples/hihat/hh [akira].wav,hihat
/parai/drum_samples/snare/LC Dark Snare 2.wav,snare
/parai/drum_samples/kick/kick [spike].wav,kick
/parai/drum_samples/hihat/hihat - makise kurisu @rip.warheart.wav,hihat
/parai/drum_samples/hihat/HAT - wrldview.wav,hihat
/parai/drum_samples/808/novation [808].wav,808
/parai/drum_samples/808/808 - joker.wav,808
/parai/drum_samples/808/Transient 808 @khemics_.wav,808
/parai/drum_samples/hihat/hh [pain].wav,hihat
/parai/drum_samples/snare/Snare (Acoustics).wav,snare
/parai/drum_samples/kick/KICK - weak asl.wav,kick
/parai/drum_samples/snare/DANIKIYOKO Snare 5.wav,snare
/parai/drum_samples/kick/NOST - Kick 08.wav,kick
/parai/drum_samples/snare/Snare 16.wav,snare
/parai/drum_samples/808/808 - free smoke.wav,808
/parai/drum_samples/hihat/HAT - gen$eng.wav,hihat
/parai/drum_samples/snare/{PNB} Snare.wav,snare
/parai/drum_samples/808/XanGang 808  (3).wav,808
/parai/drum_samples/openhat/iced open hat @thecxdy.wav,openhat
/parai/drum_samples/clap/clap (15).wav,clap
/parai/drum_samples/snare/snare - accent @rip.warheart.wav,snare
/parai/drum_samples/clap/CLAP slap.wav,clap
/parai/drum_samples/kick/LC Kick 1.wav,kick
/parai/drum_samples/snare/snare (4).wav,snare
/parai/drum_samples/hihat/hh [sailor].wav,hihat
/parai/drum_samples/hihat/MT2_Game HH.wav,hihat
/parai/drum_samples/hihat/NOST - Open Hi Hat 01.wav,hihat
/parai/drum_samples/openhat/OH - bucketlist.wav,openhat
/parai/drum_samples/clap/Filtered Clap @khemics_.wav,clap
/parai/drum_samples/snare/DANIKIYOKO Snare 6.wav,snare
/parai/drum_samples/snare/Biscuit SN @khemics_.wav,snare
/parai/drum_samples/snare/snare - allah @didusayaster.wav,snare
/parai/drum_samples/808/Haze 808 @khemics_.wav,808
/parai/drum_samples/clap/clap (21).wav,clap
/parai/drum_samples/clap/Clap copy.wav,clap
/parai/drum_samples/808/Diëd 808 @khemics_.wav,808
/parai/drum_samples/clap/clap - trees @didusayaster.wav,clap
/parai/drum_samples/snare/MT2_Wrong Snare.wav,snare
/parai/drum_samples/808/808 (81).wav,808
/parai/drum_samples/kick/Rack Kick copy 2.wav,kick
/parai/drum_samples/snare/good  snare.wav,snare
/parai/drum_samples/clap/Clap (Why Is Like Every Clap On The Sub A Variation of The 808).wav,clap
/parai/drum_samples/snare/Snare 12.wav,snare
/parai/drum_samples/openhat/OP 16.wav,openhat
/parai/drum_samples/snare/roll snare.wav,snare
/parai/drum_samples/808/808 (40).wav,808
/parai/drum_samples/hihat/hi hat (28).wav,hihat
/parai/drum_samples/808/MT2_Sola 808.wav,808
/parai/drum_samples/808/808 - zay.wav,808
/parai/drum_samples/808/juug 808.wav,808
/parai/drum_samples/kick/scotts [kick].wav,kick
/parai/drum_samples/kick/Kick 5.wav,kick
/parai/drum_samples/808/dreamcast 808 @thecxdy.wav,808
/parai/drum_samples/hihat/Hat (1).wav,hihat
/parai/drum_samples/hihat/hi hat (42).wav,hihat
/parai/drum_samples/808/Dynox - Spinz 808 @dynoxmusic.wav,808
/parai/drum_samples/808/808 (Dough).wav,808
/parai/drum_samples/808/808 (Lost Kids).wav,808
/parai/drum_samples/clap/swift clap.wav,clap
/parai/drum_samples/openhat/open hat (25).wav,openhat
/parai/drum_samples/snare/snare (10).wav,snare
/parai/drum_samples/clap/NOST - Clap 05.wav,clap
/parai/drum_samples/hihat/[] hat - r34.wav,hihat
/parai/drum_samples/clap/clap (56).wav,clap
/parai/drum_samples/openhat/[] open - dream.wav,openhat
/parai/drum_samples/snare/bean snare.wav,snare
/parai/drum_samples/808/mudd 808.wav,808
/parai/drum_samples/hihat/Rockstar HH @khemics_.wav,hihat
/parai/drum_samples/snare/SNARE CHOP RB3.wav,snare
/parai/drum_samples/clap/perfect clap.wav,clap
/parai/drum_samples/808/808 - [Paid] @looplegend_.wav,808
/parai/drum_samples/clap/Clap - [Wet] @looplegend_.wav,clap
/parai/drum_samples/snare/dreamcast2 Snare (15).wav,snare
/parai/drum_samples/clap/NOST - Clap 06.wav,clap
/parai/drum_samples/openhat/open hat (7).wav,openhat
/parai/drum_samples/snare/tank [snare].wav,snare
/parai/drum_samples/snare/MT2_Gotham Snare.wav,snare
/parai/drum_samples/clap/Dynox - 8bit Clap @dynoxmusic.wav,clap
/parai/drum_samples/openhat/OH - underneath hats but not rolls.wav,openhat
/parai/drum_samples/openhat/! Signature 2 OH @khemics_.wav,openhat
/parai/drum_samples/kick/MT2_NuckinFuts Kick.wav,kick
/parai/drum_samples/808/808 (43).wav,808
/parai/drum_samples/808/Therapy 808 @khemics_.wav,808
/parai/drum_samples/kick/dreamcast2 Kick (5).wav,kick
/parai/drum_samples/snare/SNARE #7 @taddybbear.wav,snare
/parai/drum_samples/clap/DANIKIYOKO Clap 5.wav,clap
/parai/drum_samples/kick/dreamcast2 Kick (6).wav,kick
/parai/drum_samples/snare/[] snare - shuhoku.wav,snare
/parai/drum_samples/808/+outheway 808 @thecxdy.wav,808
/parai/drum_samples/openhat/openhighhat1.mp3,openhat
/parai/drum_samples/808/Cymatics - 808 Phones (C).wav,808
/parai/drum_samples/hihat/hi hat (40).wav,hihat
/parai/drum_samples/808/Goyxrd 8082.wav,808
/parai/drum_samples/snare/SNARE #5 @taddybbear.wav,snare
/parai/drum_samples/snare/progress [snare].wav,snare
/parai/drum_samples/808/808 (44).wav,808
/parai/drum_samples/hihat/Anxiety 2 HH @khemics_.wav,hihat
/parai/drum_samples/808/808 - cashin.wav,808
/parai/drum_samples/snare/SNARE - carti.wav,snare
/parai/drum_samples/clap/CLAP - luger.wav,clap
/parai/drum_samples/kick/kick [paradise].wav,kick
/parai/drum_samples/808/ns 808 @thecxdy.wav,808
/parai/drum_samples/kick/melo [kick].wav,kick
/parai/drum_samples/kick/Kick 19.wav,kick
/parai/drum_samples/openhat/open hat (15).wav,openhat
/parai/drum_samples/hihat/MT2_Vet HH.wav,hihat
/parai/drum_samples/hihat/teen gohan hi hat.wav,hihat
/parai/drum_samples/808/808 Goodbye Horses.wav,808
/parai/drum_samples/808/Jetski 808 @khemics_.wav,808
/parai/drum_samples/snare/snare (clout).wav,snare
